Revenue,Gross Profit,Operating Income,Pretax Income,Diluted EPS,EBITDA,ROA,ROE,Total Current Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Total Noncurrent Liabilities,Total Liabilities,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Date,Company,Revenue target,Operating Income target
962.198016,121.44998400000004,124.77,-56.387,-0.14310100674629211,714.075008,-0.018891121526494675,-0.04037610445513922,1120.020992,13405.768512,14525.789184,971.873984,6961.375232,7933.249216,6592.54,200.676992,-186.680992,-13.996,2020-03-31,AR,966.838016,-96.802
966.838016,75.11302400000001,-96.802,-134.523008,-0.39678099751472473,503.827008,-0.021680818812848366,-0.046541539524918005,842.276992,12901.712512,13743.98976,864.24,6446.7712,7311.0112,6432.979208,115.963,-262.927008,146.964,2020-06-30,AR,1644.132992,540.595008
1644.132992,700.74496,540.595008,1.696,0.054802000522613525,1224.64896,-0.011496301745874982,-0.02583307937747651,521.782016,12827.956608,13349.738496,1035.374976,6330.4832,7365.858176,5983.881184,175.87,65.545,-241.415008,2020-09-30,AR,1157.085056,63.273
1157.085056,231.17708799999997,63.273,36.523,0.02495099976658821,768.001024,-0.01452935013215938,-0.03233392657777906,574.139008,12576.706432,13150.844928,983.052992,6077.520896,7060.573888,6090.270912,243.13,-145.998,-97.132,2020-12-31,AR,1204.198016,123.11
1204.198016,335.06303999999994,123.11,266.736992,0.6643620133399963,726.123008,0.008247462992787627,0.01820942856847589,586.307008,12414.074592,13000.382464,1221.328,5551.105024,6772.433024,6227.949088,563.731008,-122.975,-440.756,2021-03-31,AR,489.368,-652.568
26.595,11.134,6.587,0.085,-0.004856000188738108,14.924,-0.011089576539014911,0,22.105,251.797,273.902016,34.69,244.200992,278.890992,-4.988992,4.204,-5.366,1.167,2011-03-31,BATL,25.988,6.107
25.988,11.09,6.107,1.746,0.08195900171995163,12.043,-0.006729489678526687,-0.3746881958046641,23.635,249.77,273.404992,28.761,239.882,268.643,4.762,8.839,-8.13,-0.297,2011-06-30,BATL,24.197,5.741
24.197,9.849000000000002,5.741,2.286,-0.11068599671125412,10.447,-0.018030386540482245,-0.41754721934360944,19.363,255.965,275.328,25.37,232.532992,257.902992,17.424992,10.77,-6.134,-5.046,2011-09-30,BATL,25.626,1.152
25.626,9.726,1.152,-2.454,-0.03751400113105774,7.181,-0.011154977383830167,-1.0152912813973407,20.306,246.868008,267.174,27.926,237.568,265.494,1.68,6.022,-5.746,-0.271,2011-12-31,BATL,26.869,-9.682
26.869,11.463,-9.682,-22.679,-0.4525519907474518,2.384,-0.05430639473930344,0,704.905024,264.507,969.411968,23.879,272.683008,296.562008,672.85,-9.199,-28.378,723.310976,2012-03-31,BATL,24.374,-1.645
24.374,8.207,-1.645,-5.824,-0.6286749839782715,4.523,-0.05286041398231807,-0.3557598586541533,242.206,752.579976,994.785984,38.22,275.676992,313.896992,680.888992,6.296,-472.084992,-0.635,2012-06-30,BATL,75.549,16.171
75.549,32.812,16.171,11.097,-0.007288999855518341,38.845,-0.020534728943295954,-0.21131148373380043,150.803008,2600.633984,2751.437056,205.966,1431.65696,1637.62296,1113.814048,4.781,-1111.853056,905.838976,2012-09-30,BATL,128.562,16.218
128.562,43.58800000000001,16.218,7.245,0.04446699842810631,71.806,-0.006366283526146852,-0.15052455979257345,287.856992,4753.168032,5041.025024,677.968,2269.837056,2947.805056,2093.22,82.482,-1220.150016,1122.048,2012-12-31,BATL,189.231008,32.889
189.231008,64.633008,32.889,29.662,0.0454230010509491,115.012,0.00983043934513646,-0.044533902924538585,342.049984,5238.80512,5580.854784,738.203008,2740.66304,3478.866048,2101.988992,45.71,-445.024,397.609984,2013-03-31,BATL,213.928,31.504
213.928,68.212992,31.504,26.187,0.029870999976992607,127.062,0.012503430120574295,0.027860313222943987,296.161984,5870.783136,6166.944768,714.702016,2970.41792,3685.119936,2481.824912,185.656,-722.201984,538.804992,2013-06-30,BATL,288.675008,42.408
288.675008,81.43199999999999,42.408,28.745,-0.1312980055809021,186.334,-0.0011563386775608852,-0.007191224214436899,329.488992,5341.949024,5671.437824,727.524992,3094.157056,3821.682048,1849.755904,161.715008,-660.750016,496.435008,2013-09-30,BATL,286.588992,35.661
286.588992,72.68598400000002,35.661,4.421,-0.6335160136222839,180.364992,-0.04942348875162697,-0.18814062941507412,338.625984,5017.864968,5356.490752,664.382016,3244.498944,3908.88096,1447.610112,102.319,-274.199008,174.252992,2013-12-31,BATL,268.408992,50.9
268.408992,87.702992,50.9,26.701,-0.03333999961614609,171.65,-0.05242254400307173,-0.17845678166366458,327.188,5348.94596,5676.133888,691.128,3604.201984,4295.329984,1380.80384,159.5,-509.497984,347.529984,2014-03-31,BATL,311.999008,80.538
311.999008,117.251008,80.538,57.958,0.016596000641584396,215.327008,-0.04971730658432831,-0.16654944992058526,514.552992,5214.086072,5728.638976,739.921024,3561.204992,4301.126016,1427.512944,251.442,-98.062,7.526,2014-06-30,BATL,300.083008,65.892
300.083008,107.87900800000001,65.892,33.868,0.16737300157546997,202.507008,-0.02711714341016448,-0.10922530207192865,432.948992,5501.46308,5934.411776,711.873024,3593.965056,4305.83808,1628.573856,170.948,-319.692,82.16,2014-09-30,BATL,280.2,37.477
280.2,76.867008,37.477,-41.839,0.11737699806690216,184.059008,0.027331298093770395,0.08913185600634609,702.705024,5731.76976,6434.475008,744.681984,3800.457984,4545.139968,1889.335024,86.044,-343.840992,206.822,2014-12-31,BATL,243.943008,49.052
243.943008,78.77300799999999,49.052,-12.255,-0.0791890025138855,169.755008,0.026062127195132713,0.0840458160767674,621.121984,5185.3408,5806.462976,552.147008,3938.717952,4490.86496,1315.597992,93.935,-268.012,148.975008,2015-03-31,BATL,256.172,88.052
256.172,116.842,88.052,-61.018,-0.08166900277137756,191.779008,0.021100410926756182,0.06928901138676015,488.732,4153.31792,4642.050048,458.567008,3700.79104,4159.358048,482.691872,123.595,-144.204992,11.972,2015-06-30,BATL,244.819008,101.697
244.819008,133.398008,101.697,-71.16,-0.1355530023574829,180.678,-0.007558866088078176,-0.10347006363017665,552.483008,3702.279072,4254.761984,464.361984,3161.227008,3625.588992,629.172992,114.664,-126.449,8.066,2015-09-30,BATL,244.89,110.428
244.89,144.127,110.428,57.756,-1.1197129487991333,178.578,-0.07244367758735475,0,556.593024,2902.099032,3458.692096,295.248,2927.044096,3222.292096,236.399984,134.804992,-128.466,-4.567,2015-12-31,BATL,189.068992,72.7
189.068992,105.966992,72.7,24.909,-1.6637790203094482,129.712,-0.08247045716872901,0,440.001984,2408.477872,2848.48,213.779008,2934.845952,3148.62496,-300.14496,34.374,-117.756,83.959,2016-03-31,BATL,186.927008,90.878
186.927008,120.522008,90.878,32.556,0.20060500502586365,131.827,-0.08404075342968613,0,288.396,2165.41512,2453.810944,3068.408064,58.031,3126.439064,-672.628,108.369,-53.621,-56.178,2016-06-30,BATL,182.451008,79.463
182.451008,121.903008,79.463,49.094,0.41180598735809326,117.479,-0.0671021510483181,-0.8745604168863307,205.968,1145.079952,1351.047936,177.344992,1040.867008,1218.212,132.835968,44.927,-68.638,18.549,2016-09-30,BATL,192.200992,85.667
192.200992,125.570992,85.667,62.285,0.6663089990615845,123.515,0.0697405898065182,0,160.648992,1159.020952,1319.670016,207.552992,999.428992,1206.981984,112.688,90.814,-50.801,-42,2016-12-31,BATL,137.782,31.774
137.782,72.676,31.774,6.931,0.06246199831366539,64.845,0.06598097326834816,0,202.936,1631.275048,1834.210944,166.931008,968.492032,1135.42304,698.788032,45.56,-289.555008,306.128,2017-03-31,BATL,120.137,13.885
120.137,57.068,13.885,0.401,-0.327769011259079,46.558,0.05394703918072183,0,157.499008,1923.850968,2081.350016,228.288992,1121.031936,1349.320928,732.02896,77.083,-290.472,151.252992,2017-06-30,BATL,96.953,-3.491
96.953,36.369,-3.491,-14.027,-0.06446199864149094,32.859,0.03364378864993729,0.01714459810542149,1115.437056,1047.186976,2162.624,584.177984,416.457984,1000.635968,1161.987968,-20.421,1317.787008,-308.04,2017-09-30,BATL,25.277,-10.995
25.277,11.329,-10.995,-17.654,-0.12600700557231903,-1.087,-0.013485011664656576,0,471.792,1171.82796,1643.619968,150.335008,421.287008,571.622016,1071.998,12.369,-139.168,-438.476992,2017-12-31,BATL,44.045,-2.905
44.045,20.11,-2.905,-9.953,-0.0677959993481636,13.086,-0.019754040581051242,-0.09172857195404503,447.668,1450.404032,1898.072064,140.054,623.793024,763.847024,1134.225024,-12.582,-293.048,263.634,2018-03-31,BATL,81.189,34.773
81.189,56.553,34.773,24.239,0.15346699953079224,50.869,-0.00645937086577176,-0.014044693588776878,164.383008,1787.426024,1951.809024,189.054,639.872,828.926,1122.882992,56.16,-341.223008,-1.142,2018-06-30,BATL,51.952,3.975
51.952,22.81,3.975,-8.965,-0.058816999197006226,25.307,-0.0062493311036840886,-0.011740424722778451,74.423,1911.877,1986.300032,227.702,712.147968,939.849968,1046.450024,-6.869,-143.856,54.992,2018-09-30,BATL,57.774,-3.639
57.774,20.098,-3.639,-16.132,-0.0861470028758049,21.874,0.05947409517422591,0.09769478224387593,144.652,1938.956944,2083.60896,161.742,724.822976,886.564976,1197.04404,30.446,71.642,-55.359,2018-12-31,BATL,51.916,-3.952
51.916,4.862000000000002,-3.952,-13.171,-0.013205000199377537,32.81,-0.00023990778266373198,-0.00044616068842122245,61.457,1737.380984,1798.838016,263.97,681.204992,945.174992,853.663024,-36.834,-114.431,104.594,2019-03-31,BATL,62.624,-13.896
62.624,5.418000000000004,-13.896,-28.366,0.024543000385165215,27.173,-0.01329229753268925,-0.03089131065208294,59.212,1096.261048,1155.473024,927.235008,14.081,941.316008,214.156992,9.936,-90.872,82.979,2019-06-30,BATL,50.809,-12.394
50.809,15.326999999999998,-12.394,-6.346,-0.05326800048351288,10.621,-0.012553693516006608,-0.03312540360083906,84.787,1081.84296,1166.630016,378.977984,639.220992,1018.198976,148.43104,-6.335,-49.114,70.22,2019-09-30,BATL,67.571,12.556
67.571,31.041,12.556,11.281,0.06351500004529953,32.812,0.033541520974534174,0.059125554232869366,71.153,513.512984,584.665984,106.434,161.582,268.016,316.650016,7.156,-42.79,28.9,2019-12-31,BATL,53.32,5.066
53.32,19.886,5.066,3.437,1.6684999465942383,23.356,0.02727773939946403,0.05329802960817883,108.892,603.502992,712.395008,97.717,183.100992,280.817992,431.576984,12.343,-47.648,25.968,2020-03-31,BATL,50.954,8.005
50.954,24.779,8.005,6.437,0.3936460018157959,23.924,0.04226540658245601,0.1411264579013873,55.333,523.258,578.590976,76.739,196.680992,273.419992,305.171,30.761,-42.507,11.209,2020-06-30,BATL,45.115,-1.759
45.115,16.547,-1.759,-3.451,-0.21314500272274017,14.068,0.05228569792407556,0.27420700758486194,49.202,363.891016,413.092992,67.243,193.06,260.303,152.79,4.774,-2.348,-1,2020-09-30,BATL,43.802,-5.796
43.802,17.764,-5.796,-7.541,-0.465378999710083,8.207,-0.0024247527642250245,-0.005552866643056703,47.836,298.660992,346.496992,83.176,173.363008,256.539008,89.957984,2.319,20.149,-20,2020-12-31,BATL,55.518,13.758
55.518,41.731,13.758,12.388,0.16725300252437592,24.353,-0.003364365129220069,-0.007487822050480166,44.468,306.131,350.599008,118.762,174.826,293.588,57.010976,13.358,-12.719,-3.263,2021-03-31,BATL,64.366,20.632
21.436696,10.435228,6.618292,6.749386,0.14906099438667297,13.005736,0,0,16.182505,512.209796,528.39232,26.564096,144.959152,171.523248,356.869064,10.186129,-16.531265,7.113184,2011-03-31,BCEI,24.89236,8.943394
24.89236,13.136057,8.943394,7.926164,0.16909199953079224,16.334987,0,0,18.784562,550.26507,569.0496,26.63658,178.001568,204.638148,364.411467,13.29125,-42.5317,28.472402,2011-06-30,BCEI,26.85424,8.5285
26.85424,14.068454,8.5285,7.403067,0.07219400256872177,15.83253,0,0,24.294878,602.607763,626.902656,35.499844,222.085264,257.585108,369.317555,15.506996,-53.439588,38.08516,2011-09-30,BCEI,34.444,7.743
34.444,18.691,7.743,6.404,0.1344279944896698,18.167528,0.02898193931970551,0.03868529678703257,32.127004,632.222028,664.348992,38.530944,97.836552,136.367496,527.981519,18.618728,-46.399924,29.7183,2011-12-31,BCEI,46.619292,17.760268
46.619292,28.510918,17.760268,18.372164,0.29027700424194336,29.588248,0.03633348694231731,0.050938980436658315,43.555336,681.520706,725.076032,66.875108,121.002688,187.877796,537.198232,17.685294,-34.739912,14.964942,2012-03-31,BCEI,51.585424,19.702198
51.585424,31.596536,19.702198,18.96261,0.27479299902915955,33.48874,0.042007894980234994,0.06270415245006904,50.84376,759.206743,810.050496,75.452912,175.097472,250.550384,559.500112,38.704152,-76.50664,40.407864,2012-06-30,BCEI,58.235012,15.006997
58.235012,32.074846,15.006997,13.883535,0.22139500081539154,33.293248,0.04595249633691585,0.07640556520812049,52.690204,872.84762,925.537792,90.066632,271.10656,361.173192,564.364616,36.258372,-93.667936,59.649768,2012-09-30,BCEI,74.04,26.967
74.04,41.4,26.967,25.126,0.3478949964046478,51.511028,0.05395441530594959,0.07978562851383557,55.303536,947.186255,1002.489792,102.603008,321.369312,423.97232,578.517504,64.987736,-100.362104,34.796456,2012-12-31,BCEI,76.8,23.766
76.8,42.306,23.766,21.94,0.3397130072116852,47.233,0.05399467004408567,0.08444847904349265,61.771256,986.979009,1048.750272,93.941248,363.565792,457.50704,591.24324,39.799,-71.436,30.54,2013-03-31,BCEI,93.565,31.653
93.565,51.15,31.653,25.697,0.39337798953056335,61.271,0.05248302616908883,0.08905028266150045,110.814888,1084.277737,1195.092608,105.520832,481.147712,586.668544,608.424064,51.029,-109.132,101.017,2013-06-30,BCEI,119.099,53.481
119.099,61.305,53.481,47.248,0.7424839735031128,90.293,0.06606190981874213,0.12146758691060411,101.850392,1197.921399,1299.771776,145.822896,525.466912,671.289808,628.482,100.294,-167.028,38.018,2013-09-30,BCEI,131.598,45.384
131.598,70.267,45.384,37.385,0.5834550261497498,96.03312,0.055190350800905064,0.11121729356786107,264.174432,1281.760742,1545.935104,175.225536,714.68128,889.906816,656.028344,125.760504,-127.493976,164.946144,2013-12-31,BCEI,125.168,31.408
125.168,66.954,31.408,22.124,0.3428640067577362,72.607,0.05693313354302856,0.11988910496517559,227.480992,1392.663,1620.144,220.462,727.787008,948.249008,671.895008,77.684,-122.296,-4.627,2014-03-31,BCEI,130.29,20.355
130.29,58.155,20.355,11.088,0.1771170049905777,74.472,0.05146777989634379,0.11312949574851237,152.319008,1494.795936,1647.115008,236.536992,730.478016,967.015008,680.099968,80.285,-174.367008,-0.706,2014-06-30,BCEI,155.376992,55.931
155.376992,58.58499199999999,55.931,42.884,0.5988789796829224,119.172,0.04125914551819555,0.09690420918985955,214.075008,1852.155936,2066.23104,230.519008,1055.169984,1285.688992,780.542016,117.993,-354.736,292.806016,2014-09-30,BCEI,144.559008,36.683
144.559008,55.16400800000001,36.683,22.181,0.39963299036026,106.982,0.03841896944986463,0.0972961586189462,208.475008,1797.614056,2006.08896,198.447008,1067.571008,1266.018016,740.071008,51.758,-173.595008,31.803,2014-12-31,BCEI,108.542,6.408
108.542,30.273999999999997,6.408,-7.879,-0.08764000236988068,65.412,0.023948230163831973,0.056303620950431225,247.755008,1866.995,2114.749952,161.219008,1027.764992,1188.984,925.765968,32.09,-131.818,167.658,2015-03-31,BCEI,105.611,-16.707
105.611,14.790999999999999,-16.707,-30.977,-0.7315599918365479,53.218,0.0006627805671959089,0.002782602321944077,168.426,1924.459952,2092.886016,171.424,1032.944,1204.368,888.518,31.262,-128.385,41.949,2015-06-30,BCEI,109.866,6.58
109.866,28.584,6.58,-9.57,0.0161530002951622,65.215,-0.008432404367059956,-0.004172484635431993,169.128,1774.553064,1943.681024,192.508992,971.622016,1164.131008,779.550008,36.989,-52.811,25.808,2015-09-30,BCEI,99.656,4.085
99.656,20.713999999999995,4.085,-42.814,-4.246326923370361,61.442,-0.16987357484846757,-0.5842801918049189,120.074,1139.567048,1259.64096,135.972992,914.260992,1050.233984,209.40704,9.875,-23.752,9.892,2015-12-31,BCEI,51.682,-10.727
51.682,12.004999999999999,-10.727,-25.654,-0.5221549868583679,15.652,-0.1383216780530023,-0.4254857892099528,287.651008,1133.195992,1420.846976,114.897,1141.005056,1255.902056,164.94496,26.531,-37.89,208.616992,2016-03-31,BCEI,58.423,-4.965
58.423,16.758999999999997,-4.965,-30.572,-0.6204109787940979,25.962,-0.1456398177732237,-0.48694773202049385,221.684992,1076.480992,1298.166016,1147.268992,33.093,1180.361992,117.803968,-11.775,-20.175,-16.478,2016-06-30,BCEI,53.673,-10.849
53.673,12.384,-10.849,-25.078,-0.5108270049095154,16.447,-0.17100714891471364,-0.6268196390250842,176.746,1047.651024,1224.397056,1101.869952,37.771,1139.640952,84.756032,17.506,-10.158,-44.089,2016-09-30,BCEI,49.85,-45.61
49.85,9.720999999999998,-45.61,-67.595,-1.3229169845581055,-18.997,-0.11572440391799553,-1.2126772466793079,112.428,1022.05,1134.477952,1070.465984,44.951,1115.416984,19.060992,-17.699,0.822,-35.988,2016-12-31,BCEI,52.559,-2.096
52.559,17.103000000000005,-2.096,-5.273,-0.7401390075683594,19.116,-0.12291416944315856,0,127.513,1007.652008,1135.165056,287.566016,921.424,1208.990016,-73.825024,15.652,-4.065,-0.335,2017-03-31,BCEI,44.144,-2.863
44.144,19.339,-2.863,-2.849,-0.14303100109100342,8.826,-0.12416733934855331,-0.3218702884486564,84.319,702.225016,786.544,50.907,49.226,100.133,686.410976,-39.369,-12.015,13.661,2017-06-30,BCEI,45.232,13.392846
45.232,25.805,13.392846,13.123846,0.5368940234184265,20.742846,-0.09202690368808805,-0.23999405273442365,69.377,734.685984,804.062976,72.72,38.276,110.996,693.066976,15.252,-38.04,-0.318,2017-09-30,BCEI,50.189,8.193
50.189,26.249,8.193,4.995,0.1847749948501587,17.319,0.0029239769147446325,0.008121591465755617,53.153,777.217984,830.371008,89.219,52.818,142.037,688.333984,16.155,-34.54,0,2017-12-31,BCEI,59.881,21.147
59.881,34.343,21.147,20.802,1.0170140266418457,28.655,0.03255673244007416,0,58.486,813.921008,872.406976,103.056,66.139,169.195,703.211984,15.903,-37.845,15,2018-03-31,BCEI,64.562,28.637
64.562,35.951,28.637,28.109,1.1314959526062012,38.201,0.06863520857122715,0.0842185128728017,81.838,845.603992,927.441984,99.013,118,217.013,710.429,26.246,-55.192,45.174,2018-06-30,BCEI,66.058,25.023
66.058,37.886,25.023,25.108,1.2151659727096558,36.01,0.08369122193486567,0.10066646604121751,106.468,831.967,938.435008,123.258,59.581,182.839,755.596032,24.873,37.082,-59.937,2018-09-30,BCEI,66.213,29.265
66.213,43.094,29.265,28.249,1.3750749826431274,43.089,0.128842662241379,0.15703562722703604,134.811008,926.723016,1061.534016,99.476,98.145,197.621,863.913008,49.576,-108.421,47.761,2018-12-31,BCEI,72.594,30.861
72.594,43.139,30.861,30.658,1.4913649559020996,48.883,0.10868374017683011,0.13753190720408007,119.791,983.596016,1103.387008,100.653,144.587008,245.240008,858.147008,41.721,-36.788,14.847,2019-03-31,BCEI,85.783,35.533
85.783,48.453,35.533,34.616,1.6789209842681885,57.03,0.1145879850571771,0.14748541707068794,92.834,1052.503984,1145.337984,88.008,157.324,245.332,900.006016,62.727,-85.343,-0.93,2019-06-30,BCEI,75.176,24.195
75.176,37.419,24.195,27.251,1.3206839561462402,47.096,0.11308772319676078,0.14278052813075723,119.228,1080.514992,1199.742976,103.808,158.011008,261.819008,937.923968,58.56,-74.095,14.757,2019-09-30,BCEI,79.667,26.921
79.667,40.227,26.921,24.153,0.8938369750976562,51.936,0.09370954497855478,0.11802677945519213,110.516,1095.80196,1206.317952,104.739,164.888992,269.627992,936.690016,61.639,-58.932,-0.07,2019-12-31,BCEI,60.405,10.489
60.405,24.468,10.489,19.856,0.9615960121154785,35.475,0.08465147398726734,0.10690935303929035,164.852992,1099.215968,1264.068992,96.364,151.286,247.65,1016.419008,47.994,-26.871,-21.071,2020-03-31,BCEI,36.192,-10.163
